"","Sample","Core","Date_bp_mean","Date_CE_mean","year","d13C.GAM.fit","d13C.GAM.fit.se","d13C.GAM.fit.uppCI","d13C.GAM.fit.lwrCI","d13C.100yrspline","year","d18O.GAM.fit","d18O.GAM.fit.se","d18O.GAM.fit.uppCI","d18O.GAM.fit.lwrCI","d18O.100yrspline","year","SeaIceIndex.GAM.fit","SeaIceIndex.GAM.fit.se","SeaIceIndex.GAM.fit.uppCI","SeaIceIndex.GAM.fit.lwrCI","SeaIceIndex.100yrspline","yearCE","yearBP","MD99-2275sstAlkenone.GAM.fit","MD99-2275sstAlkenone.GAM.fit.se","MD99-2275sstAlkenone.GAM.fit.uppCI","MD99-2275sstAlkenone.GAM.fit.lwrCI","MD99-2275sstAlkenone.100yrspline","yearCE","yearBP","MD99-2275sstDiatom.GAM.fit","MD99-2275sstDiatom.GAM.fit.se","MD99-2275sstDiatom.GAM.fit.uppCI","MD99-2275sstDiatom.GAM.fit.lwrCI","MD99-2275sstDiatom.100yrspline"
"139","PC019-187","PC019",1035,915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,915,1035,8.13734703135393,0.141651281265102,8.41498354263353,7.85971052007433,8.37128962359992,915,1035,7.53323214512093,0.0651249128048377,7.66087697421842,7.40558731602345,7.50612106499201
"140","PC019-189","PC019",1045,905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,905,1045,8.09248065203166,0.141684154263446,8.37018159438801,7.8147797096753,8.36033091287345,905,1045,7.53917905810547,0.0655158199883487,7.66759006528263,7.41076805092831,7.50973575324646
"141","PC019-191","PC019",1055,895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,895,1055,8.05997493530239,0.141293454797048,8.3369101067046,7.78303976390017,8.34951867997777,895,1055,7.54504846083455,0.0659004070744793,7.67421325870053,7.41588366296857,7.51323740198914
"142","PC019-193","PC019",1065,885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,885,1065,8.0391798350136,0.140665496174977,8.31488420751655,7.76347546251064,8.33852132262273,885,1065,7.55084577857133,0.066277378734078,7.68074944089013,7.42094211625254,7.51692692721145
"143","PC019-195","PC019",1075,875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,875,1075,8.02869693196047,0.140100779861603,8.30329446048921,7.75409940343173,8.32754901288388,875,1075,7.55657636525492,0.0666444417265286,7.68719947103892,7.42595325947093,7.52095225312042
"144","PC019-197","PC019",1085,865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,865,1085,8.02650586030681,0.139905892735065,8.30072141006753,7.75229031054608,8.3166472272589,865,1085,7.56224508975997,0.0670006246781029,7.69356631412905,7.43092386539089,7.52520007307417
"145","PC019-199","PC019",1095,855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,855,1095,8.03021877037674,0.140228876235572,8.30506736779846,7.75537017295502,8.30609040717737,855,1095,7.5678564040184,0.0673460027426348,7.69985456939397,7.43585823864284,7.52937557574201
"146","PC019-201","PC019",1105,845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,845,1105,8.03729323758216,0.140979874163585,8.31361379094279,7.76097268422154,8.29544904246093,845,1105,7.57341430087138,0.0676817467357579,7.70607052447347,7.4407580772693,7.53344610337004
"147","PC019-203","PC019",1117,833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,833,1117,8.04661615000675,0.142023928926933,8.32498305070353,7.76824924930996,8.28276949048891,833,1117,7.58001850724269,0.0680728168492838,7.71344122826729,7.4465957862181,7.53832785934696
"148","PC019-205","PC019",1129,821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,821,1129,8.05302362318094,0.142701002324291,8.33271758773655,7.77332965862533,8.27032682638273,821,1129,7.58655715371193,0.0684507378074089,7.72072059981445,7.4523937076094,7.54309929346916
"149","PC019-207","PC019",1140,810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,810,1140,8.05353944611592,0.142758078457299,8.33334527989223,7.77373361233962,8.25894309918885,810,1140,7.59249788004221,0.0687851335988396,7.72731674189594,7.45767901818849,7.54759054009405
"150","PC019-209","PC019",1152,798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,798,1152,8.04629374053261,0.142328418648336,8.32525744108335,7.76733003998187,8.24659748209303,798,1152,7.59892548455119,0.0691347757880186,7.7344296450957,7.46342132400667,7.55289039499466
"151","PC019-211","PC019",1164,786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,786,1164,8.02996553510878,0.141756598240587,8.30780846766033,7.75212260255723,8.23487889841928,786,1164,7.6053016896621,0.0694683654452907,7.74145968593487,7.46914369338933,7.55866676378577
"152","PC019-213","PC019",1176,774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,774,1176,8.00427633866269,0.141311539946659,8.28124695695814,7.72730572036723,8.2241002719088,774,1176,7.611630349518,0.0697853094117616,7.74840955596506,7.47485114307095,7.56497488054761
"153","PC019-215","PC019",1187,763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,763,1187,7.97334516780156,0.141196841931422,8.25009097798715,7.69659935761598,8.21466808693652,763,1187,7.6173923695284,0.0700625560162337,7.75471497932022,7.48006975973658,7.57108334109304
"154","PC019-217","PC019",1199,751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,751,1199,7.93374547107211,0.141495806376874,8.21107725157078,7.65641369057344,8.2045533294183,751,1199,7.62363779903032,0.0703506916470212,7.76152515465848,7.48575044340216,7.57777583923742
"155","PC019-219","PC019",1211,739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,739,1211,7.89117257950504,0.142075306574566,8.16964018039119,7.61270497861889,8.19543593997145,739,1211,7.6298425776537,0.0706247678962063,7.76826712273027,7.49141803257714,7.58437567992142
"156","PC019-221","PC019",1223,727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,727,1223,7.84941211890212,0.142586368082802,8.12888140034441,7.56994283745983,8.18709769856273,727,1223,7.63600767600689,0.0708844192464058,7.77494113772984,7.49707421428393,7.590832846939
"157","PC019-223","PC019",1235,715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,715,1235,7.81256164376857,0.142753909745635,8.09235930687001,7.53276398066712,8.17941783938949,715,1235,7.64213292729611,0.071129743007075,7.78154722358998,7.50271863100224,7.59720690026298
"158","PC019-225","PC019",1247,703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,703,1247,7.78455568199907,0.142531020911202,8.06391648298503,7.50519488101311,8.17280372556501,703,1247,7.64821738634918,0.0713604449645742,7.78808385847975,7.50835091421862,7.60386604770619
"159","PC019-227","PC019",1258,692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,692,1258,7.76951397790482,0.142157868423701,8.04814340001528,7.49088455579437,8.16754578369891,692,1258,7.65375725070029,0.0715593103395489,7.79401349896581,7.51350100243477,7.61025573429915
"160","PC019-229","PC019",1270,680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,680,1270,7.76717046058148,0.141804268967686,8.04510682775814,7.48923409340481,8.16300299199706,680,1270,7.65975683683372,0.0717634686816227,7.8004132354497,7.51910043821774,7.61751822388888
"161","PC019-231","PC019",1282,668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,668,1282,7.78122701703411,0.141662939615738,8.05888637868095,7.50356765538726,8.15948310321819,668,1282,7.6657066628418,0.0719551015020699,7.80673866178585,7.52467466389774,7.62516085101857
"162","PC019-233","PC019",1294,656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,656,1294,7.81237302589697,0.141760057004356,8.09022273762551,7.53452331416844,8.15613788476954,656,1294,7.67160138444633,0.0721355179708883,7.81298699966927,7.53021576922339,7.63325023032587
"163","PC019-235","PC019",1306,644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,644,1306,7.85976349662485,0.142083954929666,8.138248048287,7.5812789449627,8.15343545988024,644,1306,7.6774351049937,0.0723045451944594,7.81915201357484,7.53571819641256,7.64187666997743
"164","PC019-237","PC019",1318,632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,632,1318,7.92120192380242,0.142534324871009,8.2005692005496,7.64183464705524,8.15216770472104,632,1318,7.68320084893793,0.0724628870412091,7.8252281075387,7.54117359033716,7.65057083753107
"165","PC019-239","PC019",1330,620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,620,1330,7.99357100713017,0.142878547702628,8.27361296062732,7.71352905363301,8.15269728391252,620,1330,7.68889140973523,0.0726099685250946,7.83120694804442,7.54657587142605,7.65923915588708
"166","PC019-241","PC019",1341,609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,609,1341,8.06606047628638,0.142964795199025,8.34627147487647,7.78584947769629,8.15333781275586,609,1341,7.69403532288054,0.0727359249686024,7.836597735819,7.55147290994208,7.66685965317474
"167","PC019-243","PC019",1353,597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,597,1353,8.1475247201709,0.142802756689062,8.42741812328147,7.86763131706034,8.15439184159276,597,1353,7.699560919916,0.0728640170324879,7.84237439329968,7.55674744653233,7.67447430291379
"168","PC019-245","PC019",1365,585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,585,1365,8.22678448443276,0.142498271971998,8.50608109749787,7.94748787136764,8.15627238461022,585,1365,7.70499032510601,0.0729841036112088,7.84803916818398,7.56194148202804,7.6816649595348
"169","PC019-247","PC019",1377,573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,573,1377,8.2992558769876,0.142230888380456,8.57802841821329,8.0204833357619,8.1591226490176,573,1377,7.71031723799094,0.0730965997143357,7.85358657343103,7.56704790255084,7.68876292134453
"170","PC019-249","PC019",1389,561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,561,1389,8.3610058645055,0.142126275394702,8.63957336427911,8.08243836473188,8.16351717540618,561,1389,7.71553674388229,0.0732022039156857,7.85901306355703,7.57206042420754,7.69584071610343
"171","PC019-251","PC019",1400,550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,550,1400,8.40565127254782,0.142178958720669,8.68432203164033,8.12698051345531,8.16817519614441,550,1400,7.72022355957529,0.0732930004604287,7.86387784047773,7.57656927867285,7.70223916091436
"172","PC019-253","PC019",1412,538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,538,1412,8.43964480372845,0.142305927678815,8.71856442197893,8.16072518547798,8.17344303703418,538,1412,7.72522746881458,0.0733859764685541,7.86906398269294,7.58139095493621,7.70900921266615
"173","PC019-255","PC019",1424,526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,526,1424,8.4578212430059,0.142388144739151,8.73690200669463,8.17874047931716,8.17915093867834,526,1424,7.73011641986579,0.0734733988911303,7.8741242816924,7.58610855803917,7.71573356291125
"174","PC019-257","PC019",1436,514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,514,1436,8.46099741716623,0.142384559129283,8.74007115305962,8.18192368127283,8.18492042059419,514,1436,7.73488995258172,0.073555884922136,7.8790594870291,7.59072041813433,7.72253425020556
"175","PC019-259","PC019",1448,502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,502,1448,8.4511318069373,0.142357147257789,8.73015181556257,8.17211179831204,8.19096382598407,502,1448,7.73954881035824,0.0736348795469985,7.88387317427036,7.59522444644612,7.72920448848424
"176","PC019-261","PC019",1460,490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,490,1460,8.43082237757639,0.142302093665237,8.70973448116025,8.15191027399253,8.19763146426391,490,1460,7.74409409122247,0.0737106497793217,7.88856696478994,7.599621217655,7.73555917864252
"177","PC019-263","PC019",1472,478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,478,1472,8.4030501970814,0.142151667800193,8.68166746596978,8.12443292819302,8.204404836919,478,1472,7.74852750891216,0.0737843107544897,7.89314475799095,7.60391025983336,7.7415579098456
"178","PC019-265","PC019",1483,467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,467,1483,8.3738033014564,0.14196168321521,8.65204820055821,8.09555840235459,8.21099754667671,467,1483,7.75249479364935,0.0738498439070326,7.89724048770713,7.60774909959156,7.74667462655632
"179","PC019-267","PC019",1495,455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,455,1495,8.34073957161976,0.141825518301591,8.61871758749088,8.06276155574865,8.21784487624076,455,1495,7.75671916767379,0.073920253073102,7.90160286369707,7.61183547165051,7.75184340062818
"180","PC019-269","PC019",1507,443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,443,1507,8.30920657128765,0.141897513938899,8.58732569860789,8.03108744396741,8.22457859850513,443,1507,7.76083753442451,0.0739894176762613,7.90585679306998,7.61581827577903,7.75661793337067
"181","PC019-271","PC019",1519,431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,431,1519,8.28138759447486,0.142214863829732,8.56012872758113,8.00264646136858,8.23109606539527,431,1519,7.76485237134556,0.0740586530429645,7.91000733130977,7.61969741138135,7.76106938202038
"182","PC019-273","PC019",1530,420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,420,1530,8.2604811028832,0.142566013159702,8.53991048867622,7.98105171709019,8.23675474054355,420,1530,7.76844400894408,0.0741226809229958,7.91372446355316,7.62316355433501,7.76486162465443
"183","PC019-275","PC019",1542,408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,408,1542,8.24342775034262,0.142753849323955,8.52322529501757,7.96363020566766,8.24278555782741,408,1542,7.77226891365705,0.0741944652524922,7.91769006555193,7.62684776176216,7.76852393411995
"184","PC019-440","PC019",2494,-544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-544,2494,9.65042545541513,0.140753922605379,9.92630314372167,9.37454776710859,9.24199309970279,-544,2494,7.98854442982768,0.0956924170775686,8.17610156729972,7.80098729235565,7.96815197546504
"185","PC019-441","PC019",2499,-549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-549,2499,9.6543717189206,0.140762583400908,9.93026638238638,9.37847705545482,9.24337803241089,-549,2499,7.98877778408423,0.0957260626886743,8.17640086695403,7.80115470121443,7.96698505244431
"186","PC019-442","PC019",2504,-554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-554,2504,9.65412269609697,0.140712804918113,9.92991979373648,9.37832559845747,9.24450535153891,-554,2504,7.98901359254124,0.0957584373122161,8.17670012967319,7.8013270554093,7.96582906292319
"187","PC019-443","PC019",2509,-559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-559,2509,9.64961643532837,0.140617105071615,9.92522596126874,9.374006909388,9.24531319080688,-559,2509,7.98925214682301,0.0957897096723275,8.17699997778077,7.80150431586525,7.96467717503598
"188","PC019-444","PC019",2515,-565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-565,2515,9.63859806655346,0.140469437429955,9.91391816391618,9.36327796919075,9.24559666829368,-565,2515,7.9895424470568,0.0958259173964425,8.17736124515382,7.80172364895977,7.96329291365916
"189","PC019-445","PC019",2520,-570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-570,2520,9.62482131272239,0.140345264706355,9.89989803154685,9.34974459389793,9.2452286272551,-570,2520,7.98978806867026,0.0958550130030373,8.17766389415621,7.80191224318431,7.96212968533946
"190","PC019-446","PC019",2525,-575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-575,2525,9.60701831935014,0.140245197197679,9.88189890585759,9.33213773284269,9.24442341971078,-575,2525,7.99003736930601,0.0958830659477737,8.17796817856365,7.80210656004837,7.96095013060202
"191","PC019-447","PC019",2531,-581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-581,2531,9.58064211460298,0.140186017044369,9.85540670800994,9.30587752119601,9.24300524135154,-581,2531,7.99034179698528,0.0959151650161411,8.17833552041692,7.80234807355365,7.95950554225773
"192","PC019-448","PC019",2536,-586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-586,2536,9.55477487954599,0.140196820051914,9.82956064684774,9.27998911224424,9.24159725518754,-586,2536,7.99060021798738,0.0959403856252116,8.17864337381279,7.80255706216196,7.95827337820586
"193","PC019-449","PC019",2541,-591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-591,2541,9.52568554575894,0.140259464629089,9.80059409643196,9.25077699508593,9.24003766241472,-591,2541,7.99086325943118,0.0959639905671883,8.17895268094287,7.8027738379195,7.95701388682767
"194","PC019-450","PC019",2546,-596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-596,2546,9.49373043324299,0.140365685382359,9.76884717659241,9.21861368989357,9.23856629671138,-596,2546,7.99113134418523,0.0959860549868318,8.17926401195942,7.80299867641104,7.95573423915843
"195","PC019-451","PC019",2551,-601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-601,2551,9.45932231470354,0.140502891748051,9.73470798252972,9.18393664687736,9.23718420232279,-601,2551,7.99140498982141,0.0960068650957791,8.17957844540913,7.80323153423368,7.9544465948038
"196","PC019-452","PC019",2557,-607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-607,2557,9.41544628102871,0.140685370242948,9.69118960670489,9.13970295535253,9.23565420079536,-607,2557,7.99174143712011,0.0960305243428144,8.17996126483203,7.80352160940819,7.95289495945118
"197","PC019-453","PC019",2562,-612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-612,2562,9.37731596100621,0.140829695502615,9.65334216419133,9.10128975782108,9.23438194026995,-612,2562,7.99202914712447,0.0960493529851667,8.18028587897539,7.80377241527354,7.95159624336856
"198","PC019-454","PC019",2567,-617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-617,2567,9.33833399169315,0.140947799411901,9.61459167854047,9.06207630484582,9.23303597499707,-617,2567,7.99232408203605,0.0960674779724571,8.18061633886207,7.80403182521004,7.95029299316507
"199","PC019-455","PC019",2572,-622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-622,2572,9.29906371813605,0.141025303431252,9.5754733128613,9.0226541234108,9.23176838953962,-622,2572,7.99262676186254,0.0960849105628515,8.18095318656573,7.80430033715935,7.9489863934261
"200","PC019-456","PC019",2577,-627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-627,2577,9.26008376312929,0.141053069162008,9.53654777868683,8.98361974757175,9.23065560394227,-627,2577,7.9929377066119,0.0961015811562363,8.18129680567812,7.80457860754567,7.94768071153492
"201","PC019-457","PC019",2582,-632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-632,2582,9.22197815567703,0.141028382450562,9.49839378528013,8.94556252607393,9.22948649140859,-632,2582,7.99325743629207,0.0961173455061618,8.18164743348415,7.80486743909999,7.94638090802768
"202","PC019-458","PC019",2587,-637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-637,2587,9.18532619202781,0.140955494430003,9.46159896111061,8.909053422945,9.2285705496927,-637,2587,7.99358647091066,0.0961319965204759,8.18200518409079,7.80516775773053,7.94509155605511
"203","PC019-459","PC019",2592,-642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-642,2592,9.15069219962602,0.140845455954291,9.42674929329643,8.8746351059556,9.22772764838988,-642,2592,7.99392533198487,0.0961452877198837,8.18237009591584,7.8054805680539,7.94381723838719
"204","PC019-460","PC019",2597,-647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-647,2597,9.11861714104596,0.140714550186017,9.39441765941056,8.84281662268137,9.22676681293759,-647,2597,7.99427459969803,0.0961571844392962,8.18274268119905,7.80580651819701,7.94256523933055
"205","PC022-39","PC022",6283,-4333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4333,6283,9.2043042837178,0.135914753116248,9.47069719982564,8.93791136760995,9.2155092523756,-4333,6283,8.54557648556005,0.0884778121586507,8.718992997391,8.37215997372909,8.5254199718802
"206","PC022-40","PC022",6381,-4431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4431,6381,8.97683702967006,0.138645282536105,9.24858178344083,8.7050922758993,9.22827348997913,-4431,6381,8.58331168579506,0.0884266475031847,8.7566279149013,8.40999545668882,8.56719443827862
"207","PC022-41","PC022",6463,-4513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4513,6463,9.11730893898245,0.138326440644567,9.3884287626458,8.8461891153191,9.26060222464559,-4513,6463,8.62047008992974,0.0885161685074299,8.7939617802043,8.44697839965517,8.61657454427777
"208","PC022-42","PC022",6546,-4596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4596,6546,9.48974020671057,0.137543205224633,9.75932488895085,9.22015552447029,9.31113705810482,-4596,6546,8.66409222346378,0.0887126593568357,8.83796903580318,8.49021541112439,8.6591780447635
"209","PC022-43","PC022",6629,-4679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4679,6629,9.281378056962,0.137384023300759,9.55065074263149,9.01210537129252,9.36311516653726,-4679,6629,8.71450790427413,0.0889819415547431,8.88891250972143,8.54010329882684,8.71241806052296
"210","PC022-44","PC022",6712,-4762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4762,6712,9.44339570905961,0.134892525938178,9.70778505989844,9.17900635822078,9.42077720043544,-4762,6712,8.77091748390543,0.089277486951097,8.94590135832958,8.59593360948128,8.76597675667991
"211","PC022-45","PC022",6795,-4845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4845,6795,9.59315510694155,0.135357364637272,9.8584555416306,9.32785467225249,9.47667498434317,-4845,6795,8.83182435760857,0.089556103682516,9.0073543208263,8.65629439439084,8.80715062236124
"212","PC022-46","PC022",6889,-4939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4939,6889,9.34922217869278,0.131569090896855,9.60709759685061,9.09134676053494,9.54875164830692,-4939,6889,8.90631449149457,0.0898237645909011,9.08236907009273,8.7302599128964,8.85264128677973
"213","PC022-47","PC022",6982,-5032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5032,6982,9.49315066794676,0.138340598002163,9.764298240031,9.22200309586252,9.63506990043708,-5032,6982,8.98571341830452,0.0900278196304862,9.16216794478027,8.80925889182876,8.92674724797404
"214","PC022-48","PC022",7076,-5126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5126,7076,9.62471713847973,0.136894649220922,9.89303065095274,9.35640362600672,9.71171261440248,-5126,7076,9.06900008942958,0.0901770411997223,9.24574709018103,8.89225308867812,9.00796778595141
"215","PC022-49","PC022",7169,-5219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5219,7169,9.59600957326053,0.124650887867246,9.84032531348034,9.35169383304073,9.78099189553334,-5219,7169,9.15011726105637,0.0902782944341993,9.3270627181474,8.97317180396534,9.10079081599256
"216","PC022-50","PC022",7263,-5313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5313,7263,10.7871807311814,0.123651664041635,11.029537992703,10.5448234696598,9.85473563354143,-5313,7263,9.22690930425949,0.090342252257046,9.4039801186833,9.04983848983568,9.21045617005821
"217","PC022-51","PC022",7408,-5458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5458,7408,9.89878010007312,0.12114549854166,10.1362252772148,9.66133492293147,9.92262708360493,-5458,7408,9.32083981445573,0.0903947281808401,9.49801348169017,9.14366614722128,9.37682146142714
"218","PC022-52","PC022",7554,-5604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5604,7554,9.13905294358218,0.121979199081031,9.378132173781,8.89997371338336,9.93446676785978,-5604,7554,9.36472009805525,0.0904277739808575,9.54195853505774,9.18748166105277,9.48382445235188
"219","PC022-80","PC022",11361,-9411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9411,NA,NA,NA,NA,NA,NA,-9411,NA,NA,NA,NA,NA,NA
"220","PC022-81","PC022",11488,-9538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9538,NA,NA,NA,NA,NA,NA,-9538,NA,NA,NA,NA,NA,NA
