value,year,record
8.71,489,MD99-2275sstAlkenone
8.01,491,MD99-2275sstAlkenone
8.93,493,MD99-2275sstAlkenone
7.11,495,MD99-2275sstAlkenone
7.71,498,MD99-2275sstAlkenone
8.11,500,MD99-2275sstAlkenone
8.41,502,MD99-2275sstAlkenone
7.62,504,MD99-2275sstAlkenone
8.24,506,MD99-2275sstAlkenone
7.69,509,MD99-2275sstAlkenone
7.76,511,MD99-2275sstAlkenone
7.96,513,MD99-2275sstAlkenone
7.25,515,MD99-2275sstAlkenone
7.23,518,MD99-2275sstAlkenone
7.58,520,MD99-2275sstAlkenone
7.51,522,MD99-2275sstAlkenone
7.6,524,MD99-2275sstAlkenone
7.09,527,MD99-2275sstAlkenone
6.91,529,MD99-2275sstAlkenone
7.95,531,MD99-2275sstAlkenone
8.07,533,MD99-2275sstAlkenone
8.66,536,MD99-2275sstAlkenone
9.35,538,MD99-2275sstAlkenone
8.07,540,MD99-2275sstAlkenone
7.48,544,MD99-2275sstAlkenone
7.96,547,MD99-2275sstAlkenone
7.5,551,MD99-2275sstAlkenone
7.95,555,MD99-2275sstAlkenone
8.36,558,MD99-2275sstAlkenone
7.42,562,MD99-2275sstAlkenone
7.75,566,MD99-2275sstAlkenone
7.21,569,MD99-2275sstAlkenone
7.44,573,MD99-2275sstAlkenone
8.31,577,MD99-2275sstAlkenone
7.54,580,MD99-2275sstAlkenone
7.13,584,MD99-2275sstAlkenone
7.83,588,MD99-2275sstAlkenone
8.07,591,MD99-2275sstAlkenone
7.33,595,MD99-2275sstAlkenone
7.49,599,MD99-2275sstAlkenone
7.88,602,MD99-2275sstAlkenone
7.27,606,MD99-2275sstAlkenone
7.5,610,MD99-2275sstAlkenone
8.42,613,MD99-2275sstAlkenone
7.75,617,MD99-2275sstAlkenone
8.42,621,MD99-2275sstAlkenone
8.49,624,MD99-2275sstAlkenone
8.99,628,MD99-2275sstAlkenone
8.83,632,MD99-2275sstAlkenone
8.59,635,MD99-2275sstAlkenone
8.29,639,MD99-2275sstAlkenone
9.16,643,MD99-2275sstAlkenone
8.74,646,MD99-2275sstAlkenone
9,650,MD99-2275sstAlkenone
10.02,655,MD99-2275sstAlkenone
8.49,661,MD99-2275sstAlkenone
8.46,666,MD99-2275sstAlkenone
9.02,672,MD99-2275sstAlkenone
9.18,677,MD99-2275sstAlkenone
8.91,683,MD99-2275sstAlkenone
8.18,688,MD99-2275sstAlkenone
8.37,694,MD99-2275sstAlkenone
7.34,699,MD99-2275sstAlkenone
7.85,704,MD99-2275sstAlkenone
8.64,710,MD99-2275sstAlkenone
8.9,715,MD99-2275sstAlkenone
9.23,721,MD99-2275sstAlkenone
8.75,726,MD99-2275sstAlkenone
8.89,732,MD99-2275sstAlkenone
8.3,737,MD99-2275sstAlkenone
8.96,743,MD99-2275sstAlkenone
9.15,748,MD99-2275sstAlkenone
9.39,753,MD99-2275sstAlkenone
8.98,759,MD99-2275sstAlkenone
8.97,764,MD99-2275sstAlkenone
8.69,770,MD99-2275sstAlkenone
9.32,775,MD99-2275sstAlkenone
8.86,781,MD99-2275sstAlkenone
9.12,786,MD99-2275sstAlkenone
8.72,792,MD99-2275sstAlkenone
8.6,797,MD99-2275sstAlkenone
8.71,802,MD99-2275sstAlkenone
8.82,808,MD99-2275sstAlkenone
8.84,813,MD99-2275sstAlkenone
8.86,819,MD99-2275sstAlkenone
8.84,824,MD99-2275sstAlkenone
8.83,830,MD99-2275sstAlkenone
8.72,835,MD99-2275sstAlkenone
8.65,841,MD99-2275sstAlkenone
9.03,846,MD99-2275sstAlkenone
9.13,851,MD99-2275sstAlkenone
9.02,856,MD99-2275sstAlkenone
8.97,861,MD99-2275sstAlkenone
9,866,MD99-2275sstAlkenone
8.95,871,MD99-2275sstAlkenone
9.3,876,MD99-2275sstAlkenone
8.74,881,MD99-2275sstAlkenone
8.94,887,MD99-2275sstAlkenone
8.84,892,MD99-2275sstAlkenone
9.45,897,MD99-2275sstAlkenone
8.76,902,MD99-2275sstAlkenone
9.19,907,MD99-2275sstAlkenone
9.09,912,MD99-2275sstAlkenone
9.2,917,MD99-2275sstAlkenone
8.89,922,MD99-2275sstAlkenone
8.83,927,MD99-2275sstAlkenone
9.66,932,MD99-2275sstAlkenone
9.42,937,MD99-2275sstAlkenone
9.12,942,MD99-2275sstAlkenone
8.94,947,MD99-2275sstAlkenone
9.27,952,MD99-2275sstAlkenone
8.96,957,MD99-2275sstAlkenone
9.16,962,MD99-2275sstAlkenone
8.71,968,MD99-2275sstAlkenone
7.9,973,MD99-2275sstAlkenone
8.51,978,MD99-2275sstAlkenone
8.06,983,MD99-2275sstAlkenone
8.33,988,MD99-2275sstAlkenone
8.57,993,MD99-2275sstAlkenone
7.64,998,MD99-2275sstAlkenone
8.2,1004,MD99-2275sstAlkenone
8.8,1009,MD99-2275sstAlkenone
7.9,1014,MD99-2275sstAlkenone
7.9,1019,MD99-2275sstAlkenone
8.6,1024,MD99-2275sstAlkenone
8.6,1029,MD99-2275sstAlkenone
8,1034,MD99-2275sstAlkenone
7.2,1039,MD99-2275sstAlkenone
7.7,1045,MD99-2275sstAlkenone
8.3,1050,MD99-2275sstAlkenone
8.1,1055,MD99-2275sstAlkenone
7.8,1060,MD99-2275sstAlkenone
8.2,1065,MD99-2275sstAlkenone
7.7,1070,MD99-2275sstAlkenone
8.6,1075,MD99-2275sstAlkenone
8.2,1080,MD99-2275sstAlkenone
6.8,1085,MD99-2275sstAlkenone
8.2,1091,MD99-2275sstAlkenone
8.3,1096,MD99-2275sstAlkenone
8.4,1101,MD99-2275sstAlkenone
8.4,1107,MD99-2275sstAlkenone
7.9,1112,MD99-2275sstAlkenone
8.6,1117,MD99-2275sstAlkenone
8.2,1123,MD99-2275sstAlkenone
8.5,1128,MD99-2275sstAlkenone
8.5,1133,MD99-2275sstAlkenone
8.1,1139,MD99-2275sstAlkenone
8.4,1144,MD99-2275sstAlkenone
7.9,1149,MD99-2275sstAlkenone
7.6,1155,MD99-2275sstAlkenone
7.9,1160,MD99-2275sstAlkenone
7.3,1165,MD99-2275sstAlkenone
7.9,1171,MD99-2275sstAlkenone
7.3,1176,MD99-2275sstAlkenone
8.3,1181,MD99-2275sstAlkenone
7.8,1187,MD99-2275sstAlkenone
7.9,1192,MD99-2275sstAlkenone
8.1,1197,MD99-2275sstAlkenone
8,1203,MD99-2275sstAlkenone
8.3,1208,MD99-2275sstAlkenone
8.1,1213,MD99-2275sstAlkenone
7.9,1219,MD99-2275sstAlkenone
8.2,1224,MD99-2275sstAlkenone
8.1,1229,MD99-2275sstAlkenone
7.5,1235,MD99-2275sstAlkenone
7.7,1240,MD99-2275sstAlkenone
7.9,1245,MD99-2275sstAlkenone
8.1,1251,MD99-2275sstAlkenone
7.6,1256,MD99-2275sstAlkenone
7.3,1261,MD99-2275sstAlkenone
7.8,1267,MD99-2275sstAlkenone
7.8,1272,MD99-2275sstAlkenone
7.6,1277,MD99-2275sstAlkenone
8,1283,MD99-2275sstAlkenone
7.9,1288,MD99-2275sstAlkenone
7.8,1293,MD99-2275sstAlkenone
8.1,1299,MD99-2275sstAlkenone
8.2,1304,MD99-2275sstAlkenone
6.7,1309,MD99-2275sstAlkenone
6.1,1315,MD99-2275sstAlkenone
7.6,1320,MD99-2275sstAlkenone
8.5,1325,MD99-2275sstAlkenone
8.8,1331,MD99-2275sstAlkenone
8.4,1336,MD99-2275sstAlkenone
8.9,1341,MD99-2275sstAlkenone
8.1,1347,MD99-2275sstAlkenone
8.3,1352,MD99-2275sstAlkenone
8,1357,MD99-2275sstAlkenone
7.6,1363,MD99-2275sstAlkenone
8.3,1368,MD99-2275sstAlkenone
8.2,1373,MD99-2275sstAlkenone
7.1,1379,MD99-2275sstAlkenone
8.4,1384,MD99-2275sstAlkenone
8.2,1389,MD99-2275sstAlkenone
9.7,1395,MD99-2275sstAlkenone
8.4,1400,MD99-2275sstAlkenone
8.7,1405,MD99-2275sstAlkenone
8.7,1411,MD99-2275sstAlkenone
8.9,1416,MD99-2275sstAlkenone
7.9,1421,MD99-2275sstAlkenone
9.8,1427,MD99-2275sstAlkenone
8.3,1432,MD99-2275sstAlkenone
8.4,1437,MD99-2275sstAlkenone
8.3,1443,MD99-2275sstAlkenone
8.5,1448,MD99-2275sstAlkenone
8.1,1453,MD99-2275sstAlkenone
8.5,1458,MD99-2275sstAlkenone
8.4,1464,MD99-2275sstAlkenone
7.9,1469,MD99-2275sstAlkenone
8.2,1474,MD99-2275sstAlkenone
8.3,1480,MD99-2275sstAlkenone
8.3,1485,MD99-2275sstAlkenone
8.5,1490,MD99-2275sstAlkenone
8.2,1496,MD99-2275sstAlkenone
8.2,1501,MD99-2275sstAlkenone
8.5,1506,MD99-2275sstAlkenone
8.3,1512,MD99-2275sstAlkenone
8,1517,MD99-2275sstAlkenone
8.1,1522,MD99-2275sstAlkenone
8.1,1528,MD99-2275sstAlkenone
8.2,1533,MD99-2275sstAlkenone
7.9,1538,MD99-2275sstAlkenone
8.4,1544,MD99-2275sstAlkenone
8.1,1549,MD99-2275sstAlkenone
9.3,1554,MD99-2275sstAlkenone
8.9,1560,MD99-2275sstAlkenone
8.2,1565,MD99-2275sstAlkenone
8.5,1570,MD99-2275sstAlkenone
8.4,1576,MD99-2275sstAlkenone
8.3,1581,MD99-2275sstAlkenone
8.3,1586,MD99-2275sstAlkenone
8.4,1592,MD99-2275sstAlkenone
8.2,1597,MD99-2275sstAlkenone
8.3,1602,MD99-2275sstAlkenone
8.5,1608,MD99-2275sstAlkenone
8.1,1613,MD99-2275sstAlkenone
6.6,1618,MD99-2275sstAlkenone
7.5,1624,MD99-2275sstAlkenone
8.1,1629,MD99-2275sstAlkenone
8.3,1634,MD99-2275sstAlkenone
7.4,1640,MD99-2275sstAlkenone
8.1,1645,MD99-2275sstAlkenone
7.8,1650,MD99-2275sstAlkenone
8.3,1656,MD99-2275sstAlkenone
8.2,1661,MD99-2275sstAlkenone
8,1666,MD99-2275sstAlkenone
8.1,1672,MD99-2275sstAlkenone
8.4,1677,MD99-2275sstAlkenone
9.9,1682,MD99-2275sstAlkenone
8,1688,MD99-2275sstAlkenone
7.6,1693,MD99-2275sstAlkenone
10.5,1698,MD99-2275sstAlkenone
7.9,1704,MD99-2275sstAlkenone
8.2,1709,MD99-2275sstAlkenone
7.9,1714,MD99-2275sstAlkenone
8.1,1720,MD99-2275sstAlkenone
8.2,1725,MD99-2275sstAlkenone
8.2,1730,MD99-2275sstAlkenone
8.8,1736,MD99-2275sstAlkenone
7.7,1741,MD99-2275sstAlkenone
8.4,1746,MD99-2275sstAlkenone
8.2,1752,MD99-2275sstAlkenone
8.2,1757,MD99-2275sstAlkenone
7.5,1762,MD99-2275sstAlkenone
6.4,1768,MD99-2275sstAlkenone
7.7,1773,MD99-2275sstAlkenone
8.6,1778,MD99-2275sstAlkenone
8.7,1784,MD99-2275sstAlkenone
7.8,1789,MD99-2275sstAlkenone
9,1800,MD99-2275sstAlkenone
8.2,1805,MD99-2275sstAlkenone
8.2,1810,MD99-2275sstAlkenone
8.7,1816,MD99-2275sstAlkenone
8.3,1821,MD99-2275sstAlkenone
9.1,1826,MD99-2275sstAlkenone
8.5,1831,MD99-2275sstAlkenone
8.5,1836,MD99-2275sstAlkenone
8.6,1841,MD99-2275sstAlkenone
8.4,1847,MD99-2275sstAlkenone
8.8,1852,MD99-2275sstAlkenone
8.6,1857,MD99-2275sstAlkenone
9.7,1862,MD99-2275sstAlkenone
9.3,1867,MD99-2275sstAlkenone
9.1,1872,MD99-2275sstAlkenone
8.8,1877,MD99-2275sstAlkenone
9.1,1882,MD99-2275sstAlkenone
8.8,1887,MD99-2275sstAlkenone
8.3,1893,MD99-2275sstAlkenone
9.6,1898,MD99-2275sstAlkenone
7.9,1908,MD99-2275sstAlkenone
8.3,1913,MD99-2275sstAlkenone
8.2,1918,MD99-2275sstAlkenone
8.4,1923,MD99-2275sstAlkenone
9,1928,MD99-2275sstAlkenone
9.5,1934,MD99-2275sstAlkenone
7.8,1939,MD99-2275sstAlkenone
8.7,1944,MD99-2275sstAlkenone
8.8,1949,MD99-2275sstAlkenone
9.1,1954,MD99-2275sstAlkenone
8.7,1959,MD99-2275sstAlkenone
7,1964,MD99-2275sstAlkenone
8.2,1969,MD99-2275sstAlkenone
8.7,1974,MD99-2275sstAlkenone
8,1980,MD99-2275sstAlkenone
7.6,1990,MD99-2275sstAlkenone
8.7,1995,MD99-2275sstAlkenone
8,2000,MD99-2275sstAlkenone
7.1,2005,MD99-2275sstAlkenone
7.8,2010,MD99-2275sstAlkenone
8.4,2015,MD99-2275sstAlkenone
8.7,2021,MD99-2275sstAlkenone
7.3,2026,MD99-2275sstAlkenone
NA,2030,MD99-2275sstAlkenone
8.99,2036,MD99-2275sstAlkenone
8.79,2041,MD99-2275sstAlkenone
9.63,2046,MD99-2275sstAlkenone
8.98,2051,MD99-2275sstAlkenone
8.7,2056,MD99-2275sstAlkenone
8.7,2061,MD99-2275sstAlkenone
8.81,2066,MD99-2275sstAlkenone
8.76,2071,MD99-2275sstAlkenone
8.74,2077,MD99-2275sstAlkenone
9.22,2082,MD99-2275sstAlkenone
8.65,2089,MD99-2275sstAlkenone
8.73,2097,MD99-2275sstAlkenone
9.8,2102,MD99-2275sstAlkenone
9.77,2107,MD99-2275sstAlkenone
9.56,2112,MD99-2275sstAlkenone
9.84,2117,MD99-2275sstAlkenone
9.1,2123,MD99-2275sstAlkenone
8.8,2128,MD99-2275sstAlkenone
8.85,2133,MD99-2275sstAlkenone
8.37,2138,MD99-2275sstAlkenone
8.89,2143,MD99-2275sstAlkenone
9.57,2148,MD99-2275sstAlkenone
9.74,2153,MD99-2275sstAlkenone
10.55,2158,MD99-2275sstAlkenone
8.73,2164,MD99-2275sstAlkenone
9.18,2169,MD99-2275sstAlkenone
8.51,2174,MD99-2275sstAlkenone
8.5,2179,MD99-2275sstAlkenone
8.79,2184,MD99-2275sstAlkenone
9.39,2189,MD99-2275sstAlkenone
9.44,2194,MD99-2275sstAlkenone
9.93,2199,MD99-2275sstAlkenone
10.59,2204,MD99-2275sstAlkenone
11.12,2210,MD99-2275sstAlkenone
8.84,2215,MD99-2275sstAlkenone
9.65,2220,MD99-2275sstAlkenone
9.06,2225,MD99-2275sstAlkenone
8.48,2230,MD99-2275sstAlkenone
8.32,2235,MD99-2275sstAlkenone
8.42,2240,MD99-2275sstAlkenone
8.76,2245,MD99-2275sstAlkenone
NA,2251,MD99-2275sstAlkenone
8.81,2256,MD99-2275sstAlkenone
9.73,2261,MD99-2275sstAlkenone
9.37,2266,MD99-2275sstAlkenone
9.37,2271,MD99-2275sstAlkenone
9.12,2276,MD99-2275sstAlkenone
9.27,2281,MD99-2275sstAlkenone
9.43,2286,MD99-2275sstAlkenone
9.64,2292,MD99-2275sstAlkenone
8.67,2297,MD99-2275sstAlkenone
10.18,2302,MD99-2275sstAlkenone
9.23,2307,MD99-2275sstAlkenone
9.22,2312,MD99-2275sstAlkenone
9.4,2317,MD99-2275sstAlkenone
9.47,2322,MD99-2275sstAlkenone
8.8,2327,MD99-2275sstAlkenone
8.33,2332,MD99-2275sstAlkenone
8.56,2338,MD99-2275sstAlkenone
9.41,2343,MD99-2275sstAlkenone
8.66,2348,MD99-2275sstAlkenone
NA,2353,MD99-2275sstAlkenone
NA,2358,MD99-2275sstAlkenone
NA,2363,MD99-2275sstAlkenone
NA,2368,MD99-2275sstAlkenone
6.99,2373,MD99-2275sstAlkenone
7.75,2379,MD99-2275sstAlkenone
9.13,2384,MD99-2275sstAlkenone
9.59,2389,MD99-2275sstAlkenone
10.1,2394,MD99-2275sstAlkenone
9.39,2399,MD99-2275sstAlkenone
9.26,2404,MD99-2275sstAlkenone
8.89,2409,MD99-2275sstAlkenone
9.01,2414,MD99-2275sstAlkenone
9.59,2419,MD99-2275sstAlkenone
9.43,2425,MD99-2275sstAlkenone
9.45,2430,MD99-2275sstAlkenone
9.58,2435,MD99-2275sstAlkenone
9.41,2440,MD99-2275sstAlkenone
9.03,2445,MD99-2275sstAlkenone
9.14,2450,MD99-2275sstAlkenone
9.05,2455,MD99-2275sstAlkenone
8.9,2460,MD99-2275sstAlkenone
10.08,2466,MD99-2275sstAlkenone
11.12,2471,MD99-2275sstAlkenone
9.2,2476,MD99-2275sstAlkenone
9.63,2481,MD99-2275sstAlkenone
9.62,2486,MD99-2275sstAlkenone
9.39,2491,MD99-2275sstAlkenone
9.33,2496,MD99-2275sstAlkenone
9.77,2501,MD99-2275sstAlkenone
10.24,2506,MD99-2275sstAlkenone
10.35,2512,MD99-2275sstAlkenone
10.85,2517,MD99-2275sstAlkenone
11.07,2522,MD99-2275sstAlkenone
10.29,2527,MD99-2275sstAlkenone
10.45,2532,MD99-2275sstAlkenone
9.52,2537,MD99-2275sstAlkenone
7.86,2542,MD99-2275sstAlkenone
8.81,2547,MD99-2275sstAlkenone
8.56,2553,MD99-2275sstAlkenone
8.87,2558,MD99-2275sstAlkenone
9.82,2563,MD99-2275sstAlkenone
8.27,2568,MD99-2275sstAlkenone
8.47,2573,MD99-2275sstAlkenone
10.07,2578,MD99-2275sstAlkenone
6.65,2583,MD99-2275sstAlkenone
10.16,2588,MD99-2275sstAlkenone
9.95,2594,MD99-2275sstAlkenone
10.58,2599,MD99-2275sstAlkenone
7.12,2604,MD99-2275sstAlkenone
10.9,2609,MD99-2275sstAlkenone
8.15,2614,MD99-2275sstAlkenone
10,2619,MD99-2275sstAlkenone
8.31,2624,MD99-2275sstAlkenone
9.83,2629,MD99-2275sstAlkenone
7.57,2634,MD99-2275sstAlkenone
9.76,2640,MD99-2275sstAlkenone
8.17,2645,MD99-2275sstAlkenone
9.88,2650,MD99-2275sstAlkenone
8.89,2655,MD99-2275sstAlkenone
9.26,2660,MD99-2275sstAlkenone
8.27,2665,MD99-2275sstAlkenone
9.45,2670,MD99-2275sstAlkenone
9.6,2675,MD99-2275sstAlkenone
9.27,2681,MD99-2275sstAlkenone
8.79,2686,MD99-2275sstAlkenone
8.93,2691,MD99-2275sstAlkenone
8.18,2701,MD99-2275sstAlkenone
9.76,2706,MD99-2275sstAlkenone
9.08,2711,MD99-2275sstAlkenone
8.79,2716,MD99-2275sstAlkenone
9.08,2721,MD99-2275sstAlkenone
10.46,2727,MD99-2275sstAlkenone
10.38,2732,MD99-2275sstAlkenone
10.64,2737,MD99-2275sstAlkenone
10.19,2742,MD99-2275sstAlkenone
9.97,2747,MD99-2275sstAlkenone
9.8,2752,MD99-2275sstAlkenone
9.79,2757,MD99-2275sstAlkenone
9.99,2762,MD99-2275sstAlkenone
9.66,2768,MD99-2275sstAlkenone
11.09,2773,MD99-2275sstAlkenone
10.1,2778,MD99-2275sstAlkenone
9.87,2788,MD99-2275sstAlkenone
9.71,2793,MD99-2275sstAlkenone
8.69,2798,MD99-2275sstAlkenone
9.32,2803,MD99-2275sstAlkenone
8.13,2809,MD99-2275sstAlkenone
9.46,2814,MD99-2275sstAlkenone
8.77,2819,MD99-2275sstAlkenone
9.49,2824,MD99-2275sstAlkenone
8.76,2829,MD99-2275sstAlkenone
9.65,2834,MD99-2275sstAlkenone
9.15,2839,MD99-2275sstAlkenone
8.02,2844,MD99-2275sstAlkenone
9.31,2849,MD99-2275sstAlkenone
10.28,2855,MD99-2275sstAlkenone
9.16,2860,MD99-2275sstAlkenone
9.41,2865,MD99-2275sstAlkenone
8.71,2870,MD99-2275sstAlkenone
9.71,2875,MD99-2275sstAlkenone
10.19,2885,MD99-2275sstAlkenone
7.23,2890,MD99-2275sstAlkenone
8.39,2896,MD99-2275sstAlkenone
8.3,2901,MD99-2275sstAlkenone
8.22,2906,MD99-2275sstAlkenone
8.11,2911,MD99-2275sstAlkenone
9.39,2916,MD99-2275sstAlkenone
7.73,2921,MD99-2275sstAlkenone
9.67,2926,MD99-2275sstAlkenone
8.55,2931,MD99-2275sstAlkenone
9.08,2936,MD99-2275sstAlkenone
8.17,2942,MD99-2275sstAlkenone
9.6,2947,MD99-2275sstAlkenone
8.77,2952,MD99-2275sstAlkenone
8.95,2957,MD99-2275sstAlkenone
8.76,2962,MD99-2275sstAlkenone
9.04,2967,MD99-2275sstAlkenone
7.91,2972,MD99-2275sstAlkenone
9.36,2977,MD99-2275sstAlkenone
7.88,2982,MD99-2275sstAlkenone
8.84,2987,MD99-2275sstAlkenone
8.03,2992,MD99-2275sstAlkenone
6.95,2997,MD99-2275sstAlkenone
9.15,3002,MD99-2275sstAlkenone
8.66,3006,MD99-2275sstAlkenone
8.9,3011,MD99-2275sstAlkenone
9.88,3016,MD99-2275sstAlkenone
8.23,3021,MD99-2275sstAlkenone
9.53,3026,MD99-2275sstAlkenone
8.91,3030,MD99-2275sstAlkenone
9.96,3035,MD99-2275sstAlkenone
8.5,3040,MD99-2275sstAlkenone
9.5,3045,MD99-2275sstAlkenone
8.79,3050,MD99-2275sstAlkenone
10.21,3054,MD99-2275sstAlkenone
9.65,3059,MD99-2275sstAlkenone
8.9,3064,MD99-2275sstAlkenone
9.22,3069,MD99-2275sstAlkenone
9.55,3074,MD99-2275sstAlkenone
8.76,3078,MD99-2275sstAlkenone
10.51,3083,MD99-2275sstAlkenone
9.59,3088,MD99-2275sstAlkenone
9.36,3093,MD99-2275sstAlkenone
9.72,3098,MD99-2275sstAlkenone
9.56,3102,MD99-2275sstAlkenone
9.27,3107,MD99-2275sstAlkenone
9.08,3112,MD99-2275sstAlkenone
8.49,3117,MD99-2275sstAlkenone
8.66,3122,MD99-2275sstAlkenone
9.08,3126,MD99-2275sstAlkenone
8.85,3131,MD99-2275sstAlkenone
8.21,3136,MD99-2275sstAlkenone
8.62,3141,MD99-2275sstAlkenone
7.75,3146,MD99-2275sstAlkenone
8.29,3151,MD99-2275sstAlkenone
8.68,3155,MD99-2275sstAlkenone
7.8,3160,MD99-2275sstAlkenone
8.26,3165,MD99-2275sstAlkenone
10.76,3170,MD99-2275sstAlkenone
8.58,3175,MD99-2275sstAlkenone
9.13,3179,MD99-2275sstAlkenone
8.22,3184,MD99-2275sstAlkenone
9.09,3189,MD99-2275sstAlkenone
9.96,3194,MD99-2275sstAlkenone
9.11,3199,MD99-2275sstAlkenone
9.14,3203,MD99-2275sstAlkenone
8.52,3208,MD99-2275sstAlkenone
8.93,3213,MD99-2275sstAlkenone
9.43,3218,MD99-2275sstAlkenone
8.65,3223,MD99-2275sstAlkenone
10.25,3227,MD99-2275sstAlkenone
8.9,3232,MD99-2275sstAlkenone
8.78,3237,MD99-2275sstAlkenone
8.96,3242,MD99-2275sstAlkenone
9.23,3247,MD99-2275sstAlkenone
7.87,3251,MD99-2275sstAlkenone
9.49,3256,MD99-2275sstAlkenone
8.81,3261,MD99-2275sstAlkenone
9.23,3266,MD99-2275sstAlkenone
8.13,3271,MD99-2275sstAlkenone
7.29,3275,MD99-2275sstAlkenone
8.68,3280,MD99-2275sstAlkenone
8.5,3285,MD99-2275sstAlkenone
8.06,3285,MD99-2275sstAlkenone
7.52,3290,MD99-2275sstAlkenone
8.6,3295,MD99-2275sstAlkenone
7.67,3299,MD99-2275sstAlkenone
8.16,3304,MD99-2275sstAlkenone
8.47,3309,MD99-2275sstAlkenone
NA,3314,MD99-2275sstAlkenone
7.9,3319,MD99-2275sstAlkenone
8.78,3323,MD99-2275sstAlkenone
8.37,3328,MD99-2275sstAlkenone
8.18,3333,MD99-2275sstAlkenone
8.81,3338,MD99-2275sstAlkenone
9.15,3343,MD99-2275sstAlkenone
8.63,3347,MD99-2275sstAlkenone
7.94,3352,MD99-2275sstAlkenone
7.82,3357,MD99-2275sstAlkenone
7.76,3362,MD99-2275sstAlkenone
8.45,3367,MD99-2275sstAlkenone
8.1,3371,MD99-2275sstAlkenone
8.44,3376,MD99-2275sstAlkenone
8.55,3381,MD99-2275sstAlkenone
8.67,3386,MD99-2275sstAlkenone
8.33,3391,MD99-2275sstAlkenone
8.93,3395,MD99-2275sstAlkenone
8.99,3400,MD99-2275sstAlkenone
9.02,3405,MD99-2275sstAlkenone
8.32,3410,MD99-2275sstAlkenone
8.78,3415,MD99-2275sstAlkenone
7.51,3419,MD99-2275sstAlkenone
7.79,3424,MD99-2275sstAlkenone
7.99,3429,MD99-2275sstAlkenone
8.39,3434,MD99-2275sstAlkenone
8.65,3439,MD99-2275sstAlkenone
8.27,3444,MD99-2275sstAlkenone
8.64,3448,MD99-2275sstAlkenone
8.22,3453,MD99-2275sstAlkenone
8.72,3458,MD99-2275sstAlkenone
8.52,3463,MD99-2275sstAlkenone
8.75,3468,MD99-2275sstAlkenone
9.01,3472,MD99-2275sstAlkenone
8.62,3477,MD99-2275sstAlkenone
8.64,3482,MD99-2275sstAlkenone
9.13,3487,MD99-2275sstAlkenone
9.88,3492,MD99-2275sstAlkenone
8.8,3496,MD99-2275sstAlkenone
8.63,3501,MD99-2275sstAlkenone
9.1,3506,MD99-2275sstAlkenone
NA,3511,MD99-2275sstAlkenone
9.25,3516,MD99-2275sstAlkenone
9.51,3520,MD99-2275sstAlkenone
10.47,3525,MD99-2275sstAlkenone
10.01,3530,MD99-2275sstAlkenone
9.45,3535,MD99-2275sstAlkenone
9.16,3540,MD99-2275sstAlkenone
9.28,3544,MD99-2275sstAlkenone
8.84,3549,MD99-2275sstAlkenone
8.67,3554,MD99-2275sstAlkenone
9.15,3559,MD99-2275sstAlkenone
8.72,3564,MD99-2275sstAlkenone
7.36,3568,MD99-2275sstAlkenone
8.83,3573,MD99-2275sstAlkenone
8.82,3578,MD99-2275sstAlkenone
7.63,3583,MD99-2275sstAlkenone
9.45,3588,MD99-2275sstAlkenone
9.04,3592,MD99-2275sstAlkenone
9.05,3597,MD99-2275sstAlkenone
8.81,3602,MD99-2275sstAlkenone
9.03,3607,MD99-2275sstAlkenone
9.52,3612,MD99-2275sstAlkenone
8.72,3616,MD99-2275sstAlkenone
7.88,3621,MD99-2275sstAlkenone
8.67,3626,MD99-2275sstAlkenone
8.55,3631,MD99-2275sstAlkenone
8.35,3636,MD99-2275sstAlkenone
7.49,3640,MD99-2275sstAlkenone
7.85,3645,MD99-2275sstAlkenone
7.74,3650,MD99-2275sstAlkenone
8.37,3655,MD99-2275sstAlkenone
8.45,3660,MD99-2275sstAlkenone
9.24,3664,MD99-2275sstAlkenone
8.2,3669,MD99-2275sstAlkenone
8.88,3674,MD99-2275sstAlkenone
9.41,3679,MD99-2275sstAlkenone
8.44,3684,MD99-2275sstAlkenone
8.65,3688,MD99-2275sstAlkenone
10.7,3693,MD99-2275sstAlkenone
8.29,3698,MD99-2275sstAlkenone
8.15,3703,MD99-2275sstAlkenone
9.28,3708,MD99-2275sstAlkenone
8.48,3712,MD99-2275sstAlkenone
8.44,3717,MD99-2275sstAlkenone
8.55,3722,MD99-2275sstAlkenone
8.03,3727,MD99-2275sstAlkenone
7.85,3732,MD99-2275sstAlkenone
7.85,3736,MD99-2275sstAlkenone
7.66,3741,MD99-2275sstAlkenone
7.67,3746,MD99-2275sstAlkenone
8.11,3751,MD99-2275sstAlkenone
8.38,3756,MD99-2275sstAlkenone
8.17,3761,MD99-2275sstAlkenone
8.31,3765,MD99-2275sstAlkenone
7.81,3770,MD99-2275sstAlkenone
7.75,3775,MD99-2275sstAlkenone
7.93,3780,MD99-2275sstAlkenone
8.02,3785,MD99-2275sstAlkenone
8.34,3789,MD99-2275sstAlkenone
8.17,3794,MD99-2275sstAlkenone
8.48,3799,MD99-2275sstAlkenone
8.16,3804,MD99-2275sstAlkenone
8.66,3809,MD99-2275sstAlkenone
9.07,3813,MD99-2275sstAlkenone
8.89,3818,MD99-2275sstAlkenone
8.96,3823,MD99-2275sstAlkenone
8.52,3828,MD99-2275sstAlkenone
8.85,3833,MD99-2275sstAlkenone
